route_key,mode,o_zone_id,d_zone_id,volume,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,google_maps_http_link,WKT_geometry
5_19_sov,sov,5,19,100,15,24.135,2.58689,4.16231,5.79847,15,51.9833,"https://www.google.com/maps/dir/43.564034,-96.731569/43.529591,-96.711316/","LINESTRING(-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
5_20_sov,sov,5,20,100,15,24.135,3.51636,5.65783,4.26577,15,36.8294,"https://www.google.com/maps/dir/43.564034,-96.731569/43.515333,-96.711185/","LINESTRING(-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333)"
5_21_sov,sov,5,21,100,19,30.571,3.7,5.9533,5.13513,19,42.1714,"https://www.google.com/maps/dir/43.564034,-96.731569/43.510485,-96.730979/","LINESTRING(-96.731569 43.564034,-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
5_22_sov,sov,5,22,200,17,27.353,3.39777,5.46701,5.00328,17,37.8871,"https://www.google.com/maps/dir/43.564034,-96.731569/43.514858,-96.731241/","LINESTRING(-96.731569 43.564034,-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858)"
5_23_sov,sov,5,23,100,16,25.744,3.53305,5.68467,4.52867,16,33.4207,"https://www.google.com/maps/dir/43.564034,-96.731569/43.514858,-96.750904/","LINESTRING(-96.731569 43.564034,-96.747168 43.563654,-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
6_1_sov,sov,6,1,300,11,17.699,3.41918,5.50145,3.21715,11,12.6346,"https://www.google.com/maps/dir/43.587586,-96.711644/43.612828,-96.770420/","LINESTRING(-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
6_2_sov,sov,6,2,400,5,8.045,1.25956,2.02664,3.96963,5,6.63372,"https://www.google.com/maps/dir/43.587586,-96.711644/43.605813,-96.711251/","LINESTRING(-96.711644 43.587586,-96.711251 43.605813)"
6_3_sov,sov,6,3,300,10,16.09,3.29501,5.30167,3.03489,10,16.2846,"https://www.google.com/maps/dir/43.587586,-96.711644/43.572962,-96.774303/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
6_4_sov,sov,6,4,400,6,9.654,2.42824,3.90703,2.47093,6,11.9814,"https://www.google.com/maps/dir/43.587586,-96.711644/43.563654,-96.747168/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
6_5_sov,sov,6,5,200,4,6.436,1.90863,3.07099,2.09574,4,9.6339,"https://www.google.com/maps/dir/43.587586,-96.711644/43.564034,-96.731569/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034)"
6_7_sov,sov,6,7,400,5,8.045,1.87694,3.01999,2.66392,5,20.4953,"https://www.google.com/maps/dir/43.587586,-96.711644/43.563844,-96.693423/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844)"
6_8_sov,sov,6,8,800,2,3.218,1.74549,2.80849,1.14581,2,14.8431,"https://www.google.com/maps/dir/43.587586,-96.711644/43.562324,-96.711382/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324)"
6_9_sov,sov,6,9,400,9,14.481,2.86702,4.61303,3.13915,9,19.4411,"https://www.google.com/maps/dir/43.587586,-96.711644/43.548596,-96.731241/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.731241 43.548596)"
6_10_sov,sov,6,10,800,11,17.699,3.08707,4.9671,3.56325,11,45.782,"https://www.google.com/maps/dir/43.587586,-96.711644/43.545271,-96.731438/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.731438 43.545271)"
6_11_sov,sov,6,11,400,12,19.308,3.48136,5.60151,3.44693,12,19.5081,"https://www.google.com/maps/dir/43.587586,-96.711644/43.544131,-96.746841/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.746841 43.544131)"
6_12_sov,sov,6,12,200,14,22.526,4.56643,7.34739,3.06585,14,20.3091,"https://www.google.com/maps/dir/43.587586,-96.711644/43.543941,-96.780137/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941)"
6_13_sov,sov,6,13,200,17,27.353,7.8463,12.6247,2.16663,17,23.3368,"https://www.google.com/maps/dir/43.587586,-96.711644/43.490707,-96.793377/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941,-96.793377 43.490707)"
6_14_sov,sov,6,14,100,16,25.744,4.48386,7.21453,3.56835,16,34.0543,"https://www.google.com/maps/dir/43.587586,-96.711644/43.529306,-96.751035/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.746841 43.544131,-96.751035 43.529306)"
6_15_sov,sov,6,15,200,14,22.526,4.14135,6.66343,3.38054,14,46.2993,"https://www.google.com/maps/dir/43.587586,-96.711644/43.529401,-96.731504/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
6_16_sov,sov,6,16,900,7,11.263,2.82197,4.54054,2.48054,7,25.3866,"https://www.google.com/maps/dir/43.587586,-96.711644/43.546744,-96.711382/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744)"
6_17_sov,sov,6,17,500,9,14.481,3.19946,5.14793,2.81298,9,34.5905,"https://www.google.com/maps/dir/43.587586,-96.711644/43.541280,-96.711382/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280)"
6_18_sov,sov,6,18,100,7,11.263,2.95578,4.75585,2.36824,7,22.5566,"https://www.google.com/maps/dir/43.587586,-96.711644/43.546744,-96.694078/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744)"
6_19_sov,sov,6,19,200,11,17.699,4.0071,6.44742,2.74513,11,41.9842,"https://www.google.com/maps/dir/43.587586,-96.711644/43.529591,-96.711316/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
6_20_sov,sov,6,20,300,11,17.699,4.99224,8.03252,2.20342,11,26.8303,"https://www.google.com/maps/dir/43.587586,-96.711644/43.515333,-96.711185/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333)"
6_21_sov,sov,6,21,100,17,27.353,5.41447,8.71188,3.13974,17,35.148,"https://www.google.com/maps/dir/43.587586,-96.711644/43.510485,-96.730979/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
6_22_sov,sov,6,22,200,16,25.744,5.11996,8.23802,3.12502,16,34.7566,"https://www.google.com/maps/dir/43.587586,-96.711644/43.514858,-96.731241/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
6_23_sov,sov,6,23,100,20,32.18,5.39594,8.68207,3.70649,20,43.0546,"https://www.google.com/maps/dir/43.587586,-96.711644/43.514858,-96.750904/","LINESTRING(-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
6_24_sov,sov,6,24,100,20,32.18,6.12876,9.86118,3.2633,20,46.6686,"https://www.google.com/maps/dir/43.587586,-96.711644/43.503164,-96.749200/","LINESTRING(-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
7_1_sov,sov,7,1,500,16,25.744,5.12869,8.25206,3.11971,16,32.8688,"https://www.google.com/maps/dir/43.563844,-96.693423/43.612828,-96.770420/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
7_2_sov,sov,7,2,200,10,16.09,3.034,4.88171,3.29598,10,26.8679,"https://www.google.com/maps/dir/43.563844,-96.693423/43.605813,-96.711251/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
7_3_sov,sov,7,3,100,15,24.135,4.09778,6.59334,3.66051,15,36.5188,"https://www.google.com/maps/dir/43.563844,-96.693423/43.572962,-96.774303/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
7_4_sov,sov,7,4,400,11,17.699,2.69087,4.32961,4.0879,11,32.2156,"https://www.google.com/maps/dir/43.563844,-96.693423/43.563654,-96.747168/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
7_5_sov,sov,7,5,200,9,14.481,1.90988,3.07299,4.71235,9,29.8681,"https://www.google.com/maps/dir/43.563844,-96.693423/43.564034,-96.731569/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
7_6_sov,sov,7,6,400,5,8.045,1.87694,3.01999,2.66392,5,20.2342,"https://www.google.com/maps/dir/43.563844,-96.693423/43.587586,-96.711644/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
7_8_sov,sov,7,8,1000,3,4.827,0.905254,1.45655,3.31399,3,5.68574,"https://www.google.com/maps/dir/43.563844,-96.693423/43.562324,-96.711382/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324)"
7_9_sov,sov,7,9,600,12,19.308,2.16698,3.48668,5.53765,12,31.4294,"https://www.google.com/maps/dir/43.563844,-96.693423/43.548596,-96.731241/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
7_10_sov,sov,7,10,1900,9,14.481,2.29572,3.69381,3.92034,9,25.6365,"https://www.google.com/maps/dir/43.563844,-96.693423/43.545271,-96.731438/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271)"
7_11_sov,sov,7,11,500,14,22.526,3.00167,4.82969,4.66406,14,38.1764,"https://www.google.com/maps/dir/43.563844,-96.693423/43.544131,-96.746841/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
7_12_sov,sov,7,12,700,19,30.571,4.5547,7.32852,4.17151,19,40.5433,"https://www.google.com/maps/dir/43.563844,-96.693423/43.543941,-96.780137/","LINESTRING(-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941)"
7_13_sov,sov,7,13,400,19,30.571,7.11401,11.4464,2.67079,19,43.661,"https://www.google.com/maps/dir/43.563844,-96.693423/43.490707,-96.793377/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
7_14_sov,sov,7,14,200,17,27.353,3.74424,6.02449,4.5403,17,38.171,"https://www.google.com/maps/dir/43.563844,-96.693423/43.529306,-96.751035/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
7_15_sov,sov,7,15,500,12,19.308,3.04964,4.90687,3.93489,12,26.1538,"https://www.google.com/maps/dir/43.563844,-96.693423/43.529401,-96.731504/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
7_16_sov,sov,7,16,1400,5,8.045,1.4848,2.38904,3.36746,5,5.24109,"https://www.google.com/maps/dir/43.563844,-96.693423/43.546744,-96.711382/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744)"
7_17_sov,sov,7,17,1000,7,11.263,1.79979,2.89586,3.88935,7,14.445,"https://www.google.com/maps/dir/43.563844,-96.693423/43.541280,-96.711382/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280)"
7_18_sov,sov,7,18,200,2,3.218,1.18196,1.90178,1.6921,2,2.06126,"https://www.google.com/maps/dir/43.563844,-96.693423/43.546744,-96.694078/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744)"
7_19_sov,sov,7,19,400,9,14.481,2.53061,4.07174,3.55646,9,21.8387,"https://www.google.com/maps/dir/43.563844,-96.693423/43.529591,-96.711316/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
7_20_sov,sov,7,20,500,6,9.654,3.46782,5.57972,1.73019,6,6.33494,"https://www.google.com/maps/dir/43.563844,-96.693423/43.515333,-96.711185/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333)"
7_21_sov,sov,7,21,200,12,19.308,4.13894,6.65956,2.89929,12,14.6526,"https://www.google.com/maps/dir/43.563844,-96.693423/43.510485,-96.730979/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
7_22_sov,sov,7,22,500,11,17.699,3.8786,6.24066,2.83608,11,14.2613,"https://www.google.com/maps/dir/43.563844,-96.693423/43.514858,-96.731241/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
7_23_sov,sov,7,23,200,15,24.135,4.44347,7.14955,3.37574,15,26.4001,"https://www.google.com/maps/dir/43.563844,-96.693423/43.514858,-96.750904/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
7_24_sov,sov,7,24,100,15,24.135,5.03826,8.10655,2.97722,15,26.1733,"https://www.google.com/maps/dir/43.563844,-96.693423/43.503164,-96.749200/","LINESTRING(-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
8_1_sov,sov,8,1,800,13,20.917,4.57239,7.35697,2.84315,13,27.1831,"https://www.google.com/maps/dir/43.562324,-96.711382/43.612828,-96.770420/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
8_2_sov,sov,8,2,400,7,11.263,3.00485,4.83481,2.32956,7,21.1822,"https://www.google.com/maps/dir/43.562324,-96.711382/43.605813,-96.711251/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
8_3_sov,sov,8,3,200,12,19.308,3.23466,5.20456,3.70982,12,30.833,"https://www.google.com/maps/dir/43.562324,-96.711382/43.572962,-96.774303/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
8_4_sov,sov,8,4,700,8,12.872,1.79408,2.88667,4.45911,8,26.5298,"https://www.google.com/maps/dir/43.562324,-96.711382/43.563654,-96.747168/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
8_5_sov,sov,8,5,500,6,9.654,1.01759,1.63731,5.89626,6,24.1823,"https://www.google.com/maps/dir/43.562324,-96.711382/43.564034,-96.731569/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
8_6_sov,sov,8,6,800,2,3.218,1.74549,2.80849,1.14581,2,14.5485,"https://www.google.com/maps/dir/43.562324,-96.711382/43.587586,-96.711644/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586)"
8_7_sov,sov,8,7,1000,3,4.827,0.905254,1.45655,3.31399,3,5.65228,"https://www.google.com/maps/dir/43.562324,-96.711382/43.563844,-96.693423/","LINESTRING(-96.711382 43.562324,-96.693423 43.563844)"
8_9_sov,sov,8,9,800,10,16.09,1.37424,2.21114,7.27677,10,15.5465,"https://www.google.com/maps/dir/43.562324,-96.711382/43.548596,-96.731241/","LINESTRING(-96.711382 43.562324,-96.731241 43.548596)"
8_10_sov,sov,8,10,1600,9,14.481,1.5482,2.49105,5.81321,9,30.9389,"https://www.google.com/maps/dir/43.562324,-96.711382/43.545271,-96.731438/","LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.731438 43.545271)"
8_11_sov,sov,8,11,800,14,22.526,2.17553,3.50042,6.43522,14,43.4788,"https://www.google.com/maps/dir/43.562324,-96.711382/43.544131,-96.746841/","LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
8_12_sov,sov,8,12,600,16,25.744,3.66973,5.9046,4.35999,16,34.8575,"https://www.google.com/maps/dir/43.562324,-96.711382/43.543941,-96.780137/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941)"
8_13_sov,sov,8,13,600,19,30.571,6.43107,10.3476,2.95441,19,37.8853,"https://www.google.com/maps/dir/43.562324,-96.711382/43.490707,-96.793377/","LINESTRING(-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.780137 43.543941,-96.793377 43.490707)"
8_14_sov,sov,8,14,400,17,27.353,3.02461,4.86659,5.62056,17,43.4734,"https://www.google.com/maps/dir/43.562324,-96.711382/43.529306,-96.751035/","LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
8_15_sov,sov,8,15,600,12,19.308,2.48798,4.00316,4.8232,12,31.4562,"https://www.google.com/maps/dir/43.562324,-96.711382/43.529401,-96.731504/","LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591,-96.731504 43.529401)"
8_16_sov,sov,8,16,2200,5,8.045,1.0765,1.73209,4.64469,5,10.5435,"https://www.google.com/maps/dir/43.562324,-96.711382/43.546744,-96.711382/","LINESTRING(-96.711382 43.562324,-96.711382 43.546744)"
8_17_sov,sov,8,17,1400,7,11.263,1.454,2.33948,4.81432,7,19.7475,"https://www.google.com/maps/dir/43.562324,-96.711382/43.541280,-96.711382/","LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280)"
8_18_sov,sov,8,18,300,5,8.045,1.38188,2.22344,3.61827,5,7.71353,"https://www.google.com/maps/dir/43.562324,-96.711382/43.546744,-96.694078/","LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744)"
8_19_sov,sov,8,19,700,9,14.481,2.26163,3.63896,3.97944,9,27.1411,"https://www.google.com/maps/dir/43.562324,-96.711382/43.529591,-96.711316/","LINESTRING(-96.711382 43.562324,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
8_20_sov,sov,8,20,900,9,14.481,3.24677,5.22405,2.77199,9,11.9872,"https://www.google.com/maps/dir/43.562324,-96.711382/43.515333,-96.711185/","LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333)"
8_21_sov,sov,8,21,400,15,24.135,3.71382,5.97554,4.03896,15,20.3049,"https://www.google.com/maps/dir/43.562324,-96.711382/43.510485,-96.730979/","LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485)"
8_22_sov,sov,8,22,500,14,22.526,3.42712,5.51424,4.08506,14,19.9136,"https://www.google.com/maps/dir/43.562324,-96.711382/43.514858,-96.731241/","LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858)"
8_23_sov,sov,8,23,300,18,28.962,3.83072,6.16364,4.69885,18,32.0524,"https://www.google.com/maps/dir/43.562324,-96.711382/43.514858,-96.750904/","LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
8_24_sov,sov,8,24,200,18,28.962,4.50522,7.24891,3.99536,18,31.8255,"https://www.google.com/maps/dir/43.562324,-96.711382/43.503164,-96.749200/","LINESTRING(-96.711382 43.562324,-96.693423 43.563844,-96.694078 43.546744,-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
9_1_sov,sov,9,1,500,15,24.135,4.85195,7.80678,3.09154,15,20.7328,"https://www.google.com/maps/dir/43.548596,-96.731241/43.612828,-96.770420/","LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
9_2_sov,sov,9,2,200,14,22.526,4.078,6.56151,3.43305,14,26.7062,"https://www.google.com/maps/dir/43.548596,-96.731241/43.605813,-96.711251/","LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.711644 43.587586,-96.711251 43.605813)"
9_3_sov,sov,9,3,100,11,17.699,2.73546,4.40135,4.02126,11,16.7241,"https://www.google.com/maps/dir/43.548596,-96.731241/43.572962,-96.774303/","LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
9_4_sov,sov,9,4,700,7,11.263,1.31087,2.10919,5.33996,7,12.4209,"https://www.google.com/maps/dir/43.548596,-96.731241/43.563654,-96.747168/","LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654)"
9_5_sov,sov,9,5,800,5,8.045,1.06675,1.7164,4.68714,5,10.0734,"https://www.google.com/maps/dir/43.548596,-96.731241/43.564034,-96.731569/","LINESTRING(-96.731241 43.548596,-96.731569 43.564034)"
9_6_sov,sov,9,6,400,9,14.481,2.86702,4.61303,3.13915,9,20.0725,"https://www.google.com/maps/dir/43.548596,-96.731241/43.587586,-96.711644/","LINESTRING(-96.731241 43.548596,-96.731569 43.564034,-96.711644 43.587586)"
9_7_sov,sov,9,7,600,12,19.308,2.16698,3.48668,5.53765,12,31.0265,"https://www.google.com/maps/dir/43.548596,-96.731241/43.563844,-96.693423/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
9_8_sov,sov,9,8,800,10,16.09,1.37424,2.21114,7.27677,10,15.1679,"https://www.google.com/maps/dir/43.548596,-96.731241/43.562324,-96.711382/","LINESTRING(-96.731241 43.548596,-96.711382 43.562324)"
9_10_sov,sov,9,10,2800,3,4.827,0.229981,0.370039,13.0446,3,5.69595,"https://www.google.com/maps/dir/43.548596,-96.731241/43.545271,-96.731438/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271)"
9_11_sov,sov,9,11,1400,8,12.872,0.839949,1.35148,9.52439,8,18.2358,"https://www.google.com/maps/dir/43.548596,-96.731241/43.544131,-96.746841/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131)"
9_12_sov,sov,9,12,600,14,22.526,2.46975,3.97383,5.66858,14,31.8975,"https://www.google.com/maps/dir/43.548596,-96.731241/43.543941,-96.780137/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
9_13_sov,sov,9,13,600,17,27.353,5.06854,8.15527,3.35403,17,34.9252,"https://www.google.com/maps/dir/43.548596,-96.731241/43.490707,-96.793377/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
9_14_sov,sov,9,14,600,12,19.308,1.66114,2.67277,7.22396,12,32.782,"https://www.google.com/maps/dir/43.548596,-96.731241/43.529306,-96.751035/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306)"
9_15_sov,sov,9,15,900,9,14.481,1.32634,2.13408,6.7856,9,19.2083,"https://www.google.com/maps/dir/43.548596,-96.731241/43.529401,-96.731504/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401)"
9_16_sov,sov,9,16,1400,7,11.263,1.00277,1.61345,6.98069,7,25.7872,"https://www.google.com/maps/dir/43.548596,-96.731241/43.546744,-96.711382/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744)"
9_17_sov,sov,9,17,900,9,14.481,1.1157,1.79516,8.0667,9,34.9911,"https://www.google.com/maps/dir/43.548596,-96.731241/43.541280,-96.711382/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
9_18_sov,sov,9,18,200,10,16.09,1.86551,3.0016,5.36047,10,28.9646,"https://www.google.com/maps/dir/43.548596,-96.731241/43.546744,-96.694078/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
9_19_sov,sov,9,19,400,11,17.699,1.64934,2.65378,6.66935,11,42.3847,"https://www.google.com/maps/dir/43.548596,-96.731241/43.529591,-96.711316/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
9_20_sov,sov,9,20,600,14,22.526,2.50826,4.0358,5.58155,14,33.2383,"https://www.google.com/maps/dir/43.548596,-96.731241/43.515333,-96.711185/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.711185 43.515333)"
9_21_sov,sov,9,21,300,14,22.526,2.6333,4.23697,5.31653,14,32.3641,"https://www.google.com/maps/dir/43.548596,-96.731241/43.510485,-96.730979/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
9_22_sov,sov,9,22,700,12,19.308,2.33111,3.75075,5.14777,12,28.0799,"https://www.google.com/maps/dir/43.548596,-96.731241/43.514858,-96.731241/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858)"
9_23_sov,sov,9,23,500,16,25.744,2.53066,4.07183,6.32246,16,41.7823,"https://www.google.com/maps/dir/43.548596,-96.731241/43.514858,-96.750904/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
9_24_sov,sov,9,24,200,17,27.353,3.26548,5.25416,5.20598,17,43.8848,"https://www.google.com/maps/dir/43.548596,-96.731241/43.503164,-96.749200/","LINESTRING(-96.731241 43.548596,-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
10_1_sov,sov,10,1,1300,18,28.962,5.05918,8.14023,3.55789,18,26.5257,"https://www.google.com/maps/dir/43.545271,-96.731438/43.612828,-96.770420/","LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
10_2_sov,sov,10,2,600,16,25.744,4.30342,6.92421,3.71797,16,51.8486,"https://www.google.com/maps/dir/43.545271,-96.731438/43.605813,-96.711251/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
10_3_sov,sov,10,3,300,14,22.526,2.87525,4.62628,4.86914,14,22.517,"https://www.google.com/maps/dir/43.545271,-96.731438/43.572962,-96.774303/","LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654,-96.774303 43.572962)"
